massa_A
t,x,y
0,000000000E0,9,933883058E-1,-1,731054522E-2
3,333333333E-3,9,919818240E-1,-1,777937248E-2
8,333333333E-3,9,910441695E-1,-1,871702702E-2
1,166666667E-2,9,877623786E-1,-2,012350881E-2
1,666666667E-2,9,868247241E-1,-2,059233608E-2
2,000000000E-2,9,854182423E-1,-2,246764515E-2
2,500000000E-2,9,840117605E-1,-2,434295421E-2
2,833333333E-2,9,821364515E-1,-2,528060874E-2
3,333333333E-2,9,807299697E-1,-2,762474508E-2
3,666666667E-2,9,797923151E-1,-2,856239961E-2
4,166666667E-2,9,783858333E-1,-3,043770867E-2
4,500000000E-2,9,760416970E-1,-3,418832680E-2
5,000000000E-2,9,741663879E-1,-3,606363587E-2
5,333333333E-2,9,713534243E-1,-4,075190853E-2
5,833333333E-2,9,708845971E-1,-4,168956306E-2
6,166666667E-2,9,657274971E-1,-4,590900846E-2
6,666666667E-2,9,638521881E-1,-4,872197206E-2
7,000000000E-2,9,610392245E-1,-5,341024472E-2
7,500000000E-2,9,554132973E-1,-5,762969012E-2
7,833333333E-2,9,530691609E-1,-6,138030825E-2
8,333333333E-2,9,502561973E-1,-6,419327185E-2
8,666666667E-2,9,455679247E-1,-6,935037178E-2
9,166666667E-2,9,422861338E-1,-7,263216264E-2
9,500000000E-2,9,385355157E-1,-7,732043530E-2
1,000000000E-1,9,343160703E-1,-8,153988070E-2
1,033333333E-1,9,272836613E-1,-8,810346243E-2
1,083333333E-1,9,244706977E-1,-9,232290782E-2
1,116666667E-1,9,197824250E-1,-9,748000775E-2
1,166666667E-1,9,150941524E-1,-1,035747622E-1
1,200000000E-1,9,085305706E-1,-1,082630349E-1
1,250000000E-1,9,029046434E-1,-1,134201348E-1
1,283333333E-1,8,977475435E-1,-1,181084075E-1
1,333333333E-1,8,935280981E-1,-1,227966801E-1
1,366666667E-1,8,860268619E-1,-1,302979164E-1
1,416666667E-1,8,818074165E-1,-1,349861891E-1
1,450000000E-1,8,743061802E-1,-1,429562526E-1
1,500000000E-1,8,677425985E-1,-1,495198343E-1
1,533333333E-1,8,611790167E-1,-1,565522433E-1
1,583333333E-1,8,555530896E-1,-1,617093432E-1
1,616666667E-1,8,452388897E-1,-1,696794068E-1
1,666666667E-1,8,382064807E-1,-1,762429885E-1
1,700000000E-1,8,316428990E-1,-1,818689157E-1
1,750000000E-1,8,222663536E-1,-1,898389792E-1
1,783333333E-1,8,124209811E-1,-1,987466973E-1
1,833333333E-1,8,035132630E-1,-2,053102790E-1
1,866666667E-1,7,964808540E-1,-2,128115153E-1
1,916666667E-1,7,871043087E-1,-2,198439243E-1
1,950000000E-1,7,767901088E-1,-2,273451605E-1
2,000000000E-1,7,683512180E-1,-2,353152240E-1
2,033333333E-1,7,566305364E-1,-2,432852876E-1
2,083333333E-1,7,444410274E-1,-2,503176966E-1
2,116666667E-1,7,345956549E-1,-2,587565874E-1
2,166666667E-1,7,256879368E-1,-2,676643054E-1
2,200000000E-1,7,125607733E-1,-2,765720235E-1
2,250000000E-1,7,013089189E-1,-2,840732597E-1
2,283333333E-1,6,877129282E-1,-2,925121505E-1
2,333333333E-1,6,764610738E-1,-3,004822141E-1
2,366666667E-1,6,638027376E-1,-3,107964139E-1
2,416666667E-1,6,497379197E-1,-3,168911684E-1
2,450000000E-1,6,356731017E-1,-3,262677137E-1
2,500000000E-1,6,206706291E-1,-3,347066045E-1
2,533333333E-1,6,061369839E-1,-3,422078408E-1
2,583333333E-1,5,920721659E-1,-3,492402498E-1
2,616666667E-1,5,742567298E-1,-3,576791405E-1
2,666666667E-1,5,592542573E-1,-3,661180313E-1
2,700000000E-1,5,447206120E-1,-3,731504403E-1
2,750000000E-1,5,259675214E-1,-3,797140221E-1
2,783333333E-1,5,095585670E-1,-3,900282219E-1
2,833333333E-1,4,945560945E-1,-3,956541491E-1
2,866666667E-1,4,772094857E-1,-4,017489036E-1
2,916666667E-1,4,532992951E-1,-4,111254489E-1
2,950000000E-1,4,354838590E-1,-4,190955124E-1
3,000000000E-1,4,200125592E-1,-4,256590942E-1
3,033333333E-1,3,923517505E-1,-4,336291577E-1
3,083333333E-1,3,754739689E-1,-4,383174303E-1
3,116666667E-1,3,515637783E-1,-4,425368757E-1
3,166666667E-1,3,299977240E-1,-4,472251484E-1
3,200000000E-1,3,084316698E-1,-4,505069393E-1
3,250000000E-1,2,831149974E-1,-4,547263847E-1
3,283333333E-1,2,610801159E-1,-4,551952119E-1
3,333333333E-1,2,348257890E-1,-4,589458301E-1
3,366666667E-1,2,104467711E-1,-4,594146573E-1
3,416666667E-1,1,870054078E-1,-4,608211391E-1
3,450000000E-1,1,612199082E-1,-4,617587937E-1
3,500000000E-1,1,344967540E-1,-4,608211391E-1
3,533333333E-1,1,119930452E-1,-4,584770028E-1
3,583333333E-1,8,105044564E-2,-4,556640392E-1
3,616666667E-1,5,667142779E-2,-4,500381120E-1
3,666666667E-1,2,994827361E-2,-4,444121848E-1
3,700000000E-1,9,788701164E-3,-4,392550849E-1
3,750000000E-1,-2,631099834E-2,-4,284720578E-1
3,783333333E-1,-5,022118892E-2,-4,214396488E-1
3,833333333E-1,-7,741317037E-2,-4,134695852E-1
3,866666667E-1,-9,944805188E-2,-4,050306944E-1
3,916666667E-1,-1,205452789E-1,-3,933100128E-1
3,950000000E-1,-1,496125694E-1,-3,769010585E-1
4,000000000E-1,-1,669591782E-1,-3,633050677E-1
4,033333333E-1,-1,889940597E-1,-3,408013590E-1
4,083333333E-1,-2,025900505E-1,-3,239235774E-1
4,116666667E-1,-2,068094959E-1,-3,004822141E-1
4,166666667E-1,-2,227496229E-1,-2,873550506E-1
4,200000000E-1,-2,471286408E-1,-2,770408507E-1
4,250000000E-1,-2,630687678E-1,-2,564124510E-1
4,283333333E-1,-2,780712403E-1,-2,310957786E-1
4,333333333E-1,-2,883854402E-1,-2,076544153E-1
4,366666667E-1,-3,043255673E-1,-1,785871248E-1
4,416666667E-1,-3,221410034E-1,-1,485821798E-1
4,450000000E-1,-3,338616850E-1,-1,176395802E-1
4,483333333E-1,-3,408940940E-1,-8,950994423E-2
4,533333333E-1,-3,502706393E-1,-6,231796278E-2
4,566666667E-1,-3,568342211E-1,-3,137536321E-2
4,616666667E-1,-3,605848392E-1,-5,121036293E-3
4,650000000E-1,-3,563653938E-1,2,253977242E-2
4,700000000E-1,-3,502706393E-1,4,035520854E-2
4,733333333E-1,-3,460511940E-1,6,004595372E-2
4,783333333E-1,-3,357369941E-1,9,098855330E-2
4,816666667E-1,-3,263604488E-1,1,134922621E-1
4,866666667E-1,-3,137021126E-1,1,388089345E-1
4,900000000E-1,-3,029190855E-1,1,547490615E-1
4,950000000E-1,-2,851036493E-1,1,795969066E-1
4,983333333E-1,-2,733829677E-1,1,955370337E-1
5,033333333E-1,-2,536922225E-1,2,166342607E-1
5,066666667E-1,-2,358767864E-1,2,349185240E-1
5,116666667E-1,-2,241561047E-1,2,461703784E-1
5,150000000E-1,-2,138419049E-1,2,560157510E-1
5,200000000E-1,-1,969641233E-1,2,752376689E-1
5,233333333E-1,-1,824304780E-1,2,883648324E-1
5,283333333E-1,-1,603955965E-1,3,005543413E-1
5,316666667E-1,-1,317971333E-1,3,089932321E-1
5,366666667E-1,-9,569743375E-2,3,179009502E-1
5,400000000E-1,-6,381717964E-2,3,211827410E-1
5,450000000E-1,-3,521871640E-2,3,249333592E-1
5,483333333E-1,-7,557907688E-3,3,216515683E-1
5,533333333E-1,1,682111016E-2,3,183697774E-1
5,566666667E-1,3,979364621E-2,3,103997139E-1
5,616666667E-1,6,229735499E-2,3,075867503E-1
5,650000000E-1,8,058161837E-2,3,028984777E-1
5,700000000E-1,1,068359453E-1,2,958660687E-1
5,733333333E-1,1,260578632E-1,2,907089687E-1
5,783333333E-1,1,518433629E-1,2,780506325E-1
5,816666667E-1,1,710652808E-1,2,686740872E-1
5,866666667E-1,1,926313350E-1,2,550780965E-1
5,900000000E-1,2,062273257E-1,2,480456875E-1
5,950000000E-1,2,277933800E-1,2,250731515E-1
5,983333333E-1,2,432646798E-1,2,119459880E-1
6,033333333E-1,2,620177704E-1,1,880357974E-1
6,066666667E-1,2,718631430E-1,1,772527703E-1
6,116666667E-1,2,887409246E-1,1,528737524E-1
6,150000000E-1,2,981174699E-1,1,355271436E-1
6,200000000E-1,3,098381516E-1,1,116169530E-1
6,233333333E-1,3,131199425E-1,9,145738056E-2
6,283333333E-1,3,215588332E-1,6,285891732E-2
6,316666667E-1,3,276535877E-1,4,035520854E-2
6,366666667E-1,3,267159332E-1,7,537299897E-3
6,400000000E-1,3,285912422E-1,-8,871654424E-3
6,450000000E-1,3,257782786E-1,-3,559480860E-2
6,483333333E-1,3,229653150E-1,-5,387907199E-2
6,533333333E-1,3,149952515E-1,-8,435284430E-2
6,566666667E-1,3,074940153E-1,-1,063877258E-1
6,616666667E-1,2,948356791E-1,-1,326420527E-1
6,650000000E-1,2,835838247E-1,-1,532704524E-1
6,700000000E-1,2,638930795E-1,-1,781182976E-1
6,733333333E-1,2,502970888E-1,-1,964025609E-1
6,783333333E-1,2,282622073E-1,-2,184374425E-1
6,816666667E-1,2,085714621E-1,-2,381281876E-1
6,866666667E-1,1,860677533E-1,-2,540683147E-1
6,900000000E-1,1,654393536E-1,-2,648513418E-1
6,950000000E-1,1,354344085E-1,-2,821979507E-1
6,983333333E-1,1,058982908E-1,-2,925121505E-1
7,033333333E-1,7,917513658E-2,-3,004822141E-1
7,066666667E-1,5,432729146E-2,-3,051704867E-1
7,116666667E-1,2,244703735E-2,-3,061081413E-1
7,150000000E-1,-4,276116824E-3,-3,051704867E-1
7,200000000E-1,-3,568754367E-2,-3,028263504E-1
7,233333333E-1,-6,287952511E-2,-2,990757323E-1
7,283333333E-1,-9,429095195E-2,-2,920433233E-1
7,316666667E-1,-1,149193517E-1,-2,878238779E-1
7,366666667E-1,-1,477372603E-1,-2,751655417E-1
7,400000000E-1,-1,646150419E-1,-2,653201691E-1
7,450000000E-1,-1,852434416E-1,-2,512553511E-1
7,483333333E-1,-2,025900505E-1,-2,343775695E-1
7,533333333E-1,-2,180613503E-1,-2,142179971E-1
7,566666667E-1,-2,344703046E-1,-1,940584246E-1
7,616666667E-1,-2,452533317E-1,-1,753053340E-1
7,650000000E-1,-2,588493224E-1,-1,518639706E-1
7,700000000E-1,-2,672882132E-1,-1,317043982E-1
7,733333333E-1,-2,771335858E-1,-1,068565531E-1
7,783333333E-1,-2,869789584E-1,-7,966457163E-2
7,816666667E-1,-2,986996401E-1,-4,919079932E-2
7,866666667E-1,-3,043255673E-1,-2,106116335E-2
7,900000000E-1,-3,099514944E-1,3,317854500E-3
7,950000000E-1,-3,108891490E-1,2,816569961E-2
7,983333333E-1,-3,062008763E-1,4,785644480E-2
8,033333333E-1,-2,991684673E-1,6,754718998E-2
8,066666667E-1,-2,916672311E-1,8,583145337E-2
8,116666667E-1,-2,818218585E-1,1,078663349E-1
8,150000000E-1,-2,649440769E-1,1,313076982E-1
8,200000000E-1,-2,536922225E-1,1,514672706E-1
8,233333333E-1,-2,391585772E-1,1,711580158E-1
8,283333333E-1,-2,204054866E-1,1,885046247E-1
8,316666667E-1,-2,011835687E-1,2,063200608E-1
8,366666667E-1,-1,796175144E-1,2,180407425E-1
8,400000000E-1,-1,655526964E-1,2,283549423E-1
8,450000000E-1,-1,435178149E-1,2,396067967E-1
8,483333333E-1,-1,233582425E-1,2,489833420E-1
8,533333333E-1,-1,017921882E-1,2,564845783E-1
8,566666667E-1,-7,694434310E-2,2,625793328E-1
8,616666667E-1,-5,209649799E-2,2,644546418E-1
